"group"	"objectID"	"neededResearches"	"mesh"	"shadowType"	"viewParamsIndex"	"price"	"timeOfBuild"	"$soundPackID"	"$smokeID"	"$killExplosionID"	"$destructedID"	"hp"	"regenerationHP"	"armor"	"calorificCapacity"	"disableResist"	"storeableFlags"	"standType"	"sightRange"	"$talkPackID"	"$shieldGeneratorID"	"maxShieldUpdate"	"slot1Type"	"slot2Type"	"slot3Type"	"slot4Type"	"soilSpeed"	"roadSpeed"	"sandSpeed"	"bankSpeed"	"waterSpeed"	"deepWaterSpeed"	"airSpeed"	"objectType"	"$engineSmokeID"	"$dustID"	"$billowID"	"$standBillowID"	"$trackID"
"UCSUART1,UCSUART2,UCSUART3"	UCSUART2	"RES_UCS_NOT_FOR_BUILD"	"UCSUART2"	6	2	3500	2400	"SND_UCSUBU"	"HIT_SMOKE"	"EXP_UNIT_B"	"UCSWRART"	850	0	50	400	400	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS"	1	"b18"	""	""	""	18	17	18	18	0	0	0	"b0,8"	""	""	""	""	""
"UCSUART1,UCSUART2,UCSUART3"	UCSUART3	"RES_UCS_NOT_FOR_BUILD"	"UCSUART3"	6	2	3500	2400	"SND_UCSUBU"	"HIT_SMOKE"	"EXP_UNIT_B"	"UCSWRART"	850	0	50	400	400	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS"	1	"b18"	""	""	""	15	14	15	15	0	0	0	"b0,8"	""	""	""	""	""
"UCSUAST1,UCSUAST2"	UCSUAST1	"RES_UCS_UAST1"	"UCSUAST1"	7	22	750	1000	"SND_UCSUAB"	""	"EXP_UNIT_A"	""	450	0	33	80	2000	4	1	4	"TALK_UC_AIRCRAFT"	"SMALLGENUCS1500S"	0	"b0,2,27"	""	""	""	19	19	19	19	19	19	8	"b2,5"	""	""	""	""	""
"UCSUAST1,UCSUAST2"	UCSUAST2	"RES_UCS_UAST2"	"UCSUAST2"	7	22	750	1000	"SND_UCSUAB"	""	"EXP_UNIT_A"	""	500	0	33	80	2000	4	1	4	"TALK_UC_AIRCRAFT"	"SMALLGENUCS1500S"	1	"b0,2,27"	"b0,2,27"	""	""	19	19	19	19	19	19	8	"b2,5"	""	""	""	""	""
"UCSUBL1,UCSUBL2"	UCSUBL1	"RES_UCS_UBL1"	"UCSUBL1"	6	23	1400	1400	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUBL1"	1500	0	75	450	600	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS"	2	"b8,13"	"b11"	""	""	18	18	18	18	0	0	0	"b0,8"	""	""	""	""	""
"UCSUBL1,UCSUBL2"	UCSUBL2	"RES_UCS_NOT_FOR_BUILD"	"UCSUBL2"	6	23	1400	1400	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUBL2"	1500	0	75	450	600	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS"	2	"b8,13"	"b11"	""	""	18	18	18	18	0	0	0	"b0,8"	""	""	""	""	""
"UCSUBS1,UCSUBS2,UCSUBS3"	UCSUBS1	"RES_UCS_NOT_FOR_BUILD"	"UCSUBS1"	12	24	700	1200	"SND_USB"	"HIT_SMOKE"	"EXP_UNIT_W"	""	1400	0	50	300	1200	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	2	"b26,31"	"b5"	""	""	0	0	0	0	15	15	0	"b4"	""	""	"SMOKE_KILWATER_B"	"SMOKE_KILWATER_BS"	""
"UCSUBS1,UCSUBS2,UCSUBS3"	UCSUBS2	"RES_UCS_NOT_FOR_BUILD"	"UCSUBS2"	12	24	700	1200	"SND_USB"	"HIT_SMOKE"	"EXP_UNIT_W"	""	1600	0	75	350	1200	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	2	"b26,31"	"b5"	"b4,12"	""	0	0	0	0	14	14	0	"b4"	""	""	"SMOKE_KILWATER_B"	"SMOKE_KILWATER_BS"	""
"UCSUBS1,UCSUBS2,UCSUBS3"	UCSUBS3	"RES_UCS_NOT_FOR_BUILD"	"UCSUBS3"	12	24	700	1200	"SND_USB"	"HIT_SMOKE"	"EXP_UNIT_W"	""	1800	0	75	350	1200	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	2	"b26,31"	"b5"	"b4,12"	""	0	0	0	0	14	14	0	"b4"	""	""	"SMOKE_KILWATER_B"	"SMOKE_KILWATER_BS"	""
"UCSUCSX"	UCSUCSX	""	"UCSUCS"	6	22	600	1200	"SND_UCSUBU"	"HIT_SMOKE"	"EXP_UNIT_M"	""	800	0	66	150	250	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS600S"	2	"b9,15"	""	""	""	16	12	18	18	0	0	0	"b8"	""	"SMOKE_DUST"	""	""	"TRACK_UCSUBU1"
"UCSUCTF"	UCSUCTF	"RES_UCS_NOT_FOR_BUILD"	"NEACTFUCS"	6	3	500	1000	""	""	""	""	10000	10000	0	20000	20000	59	1	2	""	""	-1	""	""	""	""	0	0	0	0	0	0	0	"b8,12"	""	""	""	""	""
"UCSUHERO"	UCSUHERO	""	"UCSUHERO"	6	4	20000	19200	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	""	15000	10	75	5000	5000	4	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS_15000S"	2	"b13,19"	"b13,19"	"b13,19"	""	20	20	20	20	0	0	0	"b0,8"	""	""	""	""	""
"UCSUHL1,UCSUHL2,UCSUHL3"	UCSUHL1	"RES_UCS_UHL1"	"UCSUHL1"	6	23	1200	1200	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUHL1"	900	0	75	300	400	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS1600S"	2	"b8,13"	""	""	""	15	13	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUHL1,UCSUHL2,UCSUHL3"	UCSUHL2	"RES_UCS_UHL2"	"UCSUHL2"	6	23	1200	1200	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUHL2"	1050	0	75	350	400	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS1600S"	2	"b8,13"	""	""	""	14	13	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUHL1,UCSUHL2,UCSUHL3"	UCSUHL3	"RES_UCS_UHL3"	"UCSUHL3"	6	23	1200	1200	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUHL3"	1200	0	75	400	400	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS1600S"	2	"b8,13"	""	""	""	13	12	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUML1,UCSUML2,UCSUML3"	UCSUML1	"RES_UCS_UML1"	"UCSUML1"	6	22	450	800	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"NEXUCSUML1"	450	0	33	200	300	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS1200S"	2	"b11"	""	""	""	13	12	18	16	16	0	0	"b0,8"	""	""	""	""	""
"UCSUML1,UCSUML2,UCSUML3"	UCSUML2	"RES_UCS_UML2"	"UCSUML2"	6	22	450	800	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"NEXUCSUML2"	525	0	45	225	300	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS1200S"	2	"b11"	""	""	""	13	12	17	16	16	0	0	"b0,8"	""	""	""	""	""
"UCSUML1,UCSUML2,UCSUML3"	UCSUML3	"RES_UCS_UML3"	"UCSUML3"	6	22	450	800	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"NEXUCSUML3"	600	0	50	250	300	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS1200S"	2	"b11"	""	""	""	13	12	17	16	16	0	0	"b0,8"	""	""	""	""	""
"UCSUOBS1"	UCSUOBS1	""	"UCSUOBS"	7	21	750	300	"SND_UCSUAS"	""	"EXP_UNIT_A"	""	450	0	50	80	2000	0	1	5	"TALK_UC_AIRCRAFT"	"SMALLGENUCS"	0	""	""	""	""	19	19	19	19	19	19	8	"b2,3,4"	""	""	""	""	""
"UCSUSL1,UCSUSL2,UCSUSL3"	UCSUSL1	""	"UCSUSL1"	6	21	300	600	"SND_UCSUSL"	"HIT_SMOKE"	"EXP_UNIT_S"	"NEXUCSUSL1"	200	0	75	100	200	0	1	4	"TALK_UC_TANK"	""	-1	"b7"	""	""	""	13	13	16	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUSL1,UCSUSL2,UCSUSL3"	UCSUSL2	"RES_UCS_USL2"	"UCSUSL2"	6	21	300	600	"SND_UCSUSL"	"HIT_SMOKE"	"EXP_UNIT_S"	"NEXUCSUSL2"	260	0	75	100	200	0	1	4	"TALK_UC_TANK"	""	-1	"b7"	""	""	""	13	13	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUSL1,UCSUSL2,UCSUSL3"	UCSUSL3	"RES_UCS_USL3"	"UCSUSL3"	6	21	300	600	"SND_UCSUSL"	"HIT_SMOKE"	"EXP_UNIT_S"	"NEXUCSUSL3"	300	0	75	100	200	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS600S"	0	"b7"	""	""	""	13	12	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUSM1,UCSUSM2"	UCSUSM1	"RES_UCS_NOT_FOR_BUILD"	"UCSUSM1"	0	22	1200	1200	"SND_USM"	"HIT_SMOKE"	"EXP_UNIT_W"	""	750	0	50	500	1200	4	3	4	"TALK_UC_SHIP"	""	-1	"b14"	""	""	""	0	0	0	0	15	15	0	"b4"	""	""	"SMOKE_KILWATER_S"	""	""
"UCSUSM1,UCSUSM2"	UCSUSM2	"RES_UCS_NOT_FOR_BUILD"	"UCSUSM2"	0	22	1200	1200	"SND_USM"	"HIT_SMOKE"	"EXP_UNIT_W"	""	1000	0	50	500	1200	4	3	4	"TALK_UC_SHIP"	""	-1	"b14"	""	""	""	0	0	0	0	14	14	0	"b4"	""	""	"SMOKE_KILWATER_S"	""	""
"UCSUSS1,UCSUSS2,UCSUSS3"	UCSUSS1	"RES_UCS_NOT_FOR_BUILD"	"UCSUSS1"	12	22	300	400	"SND_USS"	"HIT_SMOKE"	"EXP_UNIT_W"	""	450	0	50	100	600	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	0	"b11,15"	"b11,15"	""	""	0	0	0	0	12	12	0	"b4"	""	""	"SMOKE_KILWATER_S"	"SMOKE_KILWATER_SS"	""
"UCSUSS1,UCSUSS2,UCSUSS3"	UCSUSS2	"RES_UCS_NOT_FOR_BUILD"	"UCSUSS2"	12	22	300	400	"SND_USS"	"HIT_SMOKE"	"EXP_UNIT_W"	""	550	0	50	125	600	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	0	"b11,15"	"b11,15"	"b24,31"	""	0	0	0	0	10	10	0	"b4"	""	""	"SMOKE_KILWATER_S"	"SMOKE_KILWATER_SS"	""
"UCSUSS1,UCSUSS2,UCSUSS3"	UCSUSS3	"RES_UCS_NOT_FOR_BUILD"	"UCSUSS3"	12	22	300	400	"SND_USS"	"HIT_SMOKE"	"EXP_UNIT_W"	""	550	0	50	125	600	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	0	"b11,15"	"b11,15"	"b24,31"	""	0	0	0	0	10	10	0	"b4"	""	""	"SMOKE_KILWATER_S"	"SMOKE_KILWATER_SS"	""
"UCSUTAR1,UCSUTAR2,UCSUTAR3"	UCSUTAR1	"RES_UCS_UTAR1"	"UCSUTAR1"	6	22	1200	1200	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"UCSWRTAR"	900	0	60	475	500	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS2000S"	2	"b13,19"	""	""	""	15	14	18	16	17	0	0	"b0,8"	""	""	""	""	""
"UCSUTAR1,UCSUTAR2,UCSUTAR3"	UCSUTAR2	"RES_UCS_UTAR2"	"UCSUTAR2"	6	22	1200	1200	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"UCSWRTAR"	1050	0	60	500	500	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS2000S"	2	"b13,19"	""	""	""	14	13	18	16	17	0	0	"b0,8"	""	""	""	""	""
"UCSUTAR1,UCSUTAR2,UCSUTAR3"	UCSUTAR3	"RES_UCS_UTAR3"	"UCSUTAR3"	6	22	1200	1200	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"UCSWRTAR"	1200	0	60	500	500	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS2000S"	2	"b13,19"	""	""	""	13	12	17	16	17	0	0	"b0,8"	""	""	""	""	""
"UCSUUT"	UCSUUT	"RES_UCSUUT"	"UCSUUT"	7	3	1000	1200	"SND_UCSUAB"	""	"EXP_UNIT_A"	""	550	0	50	80	2000	0	1	4	"TALK_UC_AIRCRAFT"	"SMALLGENUCS"	2	"b0,10"	""	""	""	19	19	19	19	19	19	7	"b2,5"	""	""	""	""	""
