"category"	"objectID"	"neededResearches"	"mesh"	"meshParamsIndex"	"priceCampaign"	"priceSingle"	"timeCampaign"	"timeSingle"	"video"
"Weapon"	RES_LC_ASR2	"RES_LC_ASR1"	"LCWAR2"	0	10000	3000	5	4	""
"Weapon"	RES_LC_WARTILLERY	"RES_LC_WHS2"	"LCWHC1"	8	10000	10000	10	14	""
"Weapon"	RES_LC_WAS1	"RES_LC_WHS1"	"LCWAS1"	0	10000	5000	10	5	""
"Weapon"	RES_LC_WAS2	"RES_LC_WAS1"	"LCWAS2"	0	10000	5000	10	5	""
"Weapon"	RES_LC_WCH2	""	"LCWCH2"	0	10000	3000	5	4	""
"Weapon"	RES_LC_WHL1	"RES_LC_WSL1"	"LCWHL1"	0	10000	5000	5	5	""
"Weapon"	RES_LC_WHL2	"RES_LC_WHL1"	"LCWHL2"	0	10000	5000	5	5	""
"Weapon"	RES_LC_WHS1	"RES_LC_WSS1"	"LCWHS1"	0	10000	5000	10	5	""
"Weapon"	RES_LC_WHS2	"RES_LC_WHS1"	"LCWHS2"	0	10000	5000	10	5	""
"Weapon"	RES_LC_WMR1	"RES_LC_WSR2"	"LCWMR1"	0	10000	5000	10	4	""
"Weapon"	RES_LC_WMR2	"RES_LC_WMR1"	"LCWMR2"	0	10000	5000	10	4	""
"Weapon"	RES_LC_WMR3	"RES_LC_WMR2"	"LCWMR3"	0	10000	5000	10	4	""
"Weapon"	RES_LC_WSL1	""	"LCWSL1"	0	10000	3000	5	5	"CS307"
"Weapon"	RES_LC_WSL2	"RES_LC_WSL1"	"LCWSL2"	0	10000	3000	5	5	""
"Weapon"	RES_LC_WSR2	""	"LCWSR2"	0	10000	3000	5	4	""
"Weapon"	RES_LC_WSR3	"RES_LC_WSR2"	"LCWSR3"	0	10000	3000	5	4	""
"Weapon"	RES_LC_WSS1	""	"LCWSS1"	0	10000	3000	5	4	"CS308"
"Weapon"	RES_LC_WSS2	"RES_LC_WSS1"	"LCWSS2"	0	10000	3000	5	4	""
"Special"	RES_LCBNE	"RES_MISSION_PACK1_ONLY"	"LCBNE"	18	10000	3000	5	1	""
"Special"	RES_LCBPP2	""	"LCBPP2"	16	10000	10000	10	6	""
"Special"	RES_LCMINEUPD	""	"LCBSR"	16	7000	7000	2	2	""
"Special"	RES_LCUOB2	""	"LCSOB1"	0	10000	5000	15	6	""
"Special"	RES_LCWAN1	"RES_LC_WSR2,RES_MISSION_PACK1_ONLY"	"LCWAN1"	0	10000	3000	5	4	""
"Special"	RES_LC_ART	"RES_LC_BHD,RES_MISSION_PACK1_ONLY"	"LCCART"	1	10000	23000	10	25	""
"Special"	RES_LC_BC1	"RES_LC_REG2,RES_MISSION_PACK1_ONLY"	"LCSBC1"	0	10000	5000	10	6	""
"Special"	RES_LC_BHD	"RES_LC_BMD"	"LCBGA"	18	5000	2000	5	2	""
"Special"	RES_LC_BMD	"RES_LCBNE"	"LCBDE"	18	5000	2000	5	2	""
"Special"	RES_LC_BWC	"RES_LC_WHL2"	"LCBWC"	19	10000	10000	10	5	""
"Special"	RES_LC_HGen	"RES_LC_MGen"	"NEMPS3"	1	5000	2000	5	2	""
"Special"	RES_LC_METEORK	"RES_LC_WMR3"	"LCBCC"	16	10000	15000	10	12	""
"Special"	RES_LC_MGen	"RES_LC_SGen"	"NEMPS2"	1	5000	2000	5	2	""
"Special"	RES_LC_NOT_FOR_BUILD	"RES_LC_NOT_FOR_BUILD"	""	1	1000	1000	1	1	""
"Special"	RES_LC_REG2	""	"LCSREG2"	1	5000	3000	2	2	""
"Special"	RES_LC_REG3	"RES_LC_REG2"	"LCSREG3"	1	5000	3000	2	3	""
"Special"	RES_LC_SDIDEF	""	"LCCSD"	17	10000	5000	10	6	""
"Special"	RES_LC_SGen	""	"NEMPS1"	1	5000	2000	5	2	""
"Special"	RES_LC_SHR2	""	"LCSSHR2"	1	5000	3000	2	3	""
"Special"	RES_LC_SHR3	"RES_LC_SHR2"	"LCSSHR2"	1	5000	3000	2	3	""
"Special"	RES_LC_SOB3	"RES_LCUOB2"	"LCSOB2"	0	15000	5000	15	5	""
