"category"	"objectID"	"neededResearches"	"mesh"	"meshParamsIndex"	"priceCampaign"	"priceSingle"	"timeCampaign"	"timeSingle"	"video"
"Weapon"	RES_LC_WSS2	"RES_LC_WSS1"	"LCWSS2"	0	10000	3750	5	4	""
"Ammunition"	RES_LC_MCH2	"RES_LC_WCH2"	"NEMCH2"	2	5000	2500	5	2	""
"Ammunition"	RES_LC_MCH3	"RES_LC_MCH2"	"NEMCH3"	2	5000	2500	5	2	""
"Ammunition"	RES_LC_MCH4	"RES_LC_MCH3"	"NEMCH4"	2	5000	2500	5	2	""
"Ammunition"	RES_LC_MIS_HRG2	"RES_LC_WHRG1"	"LCMHRG1"	2	5000	3750	6	3	""
"Ammunition"	RES_LC_MIS_HRG3	"RES_LC_MIS_HRG2"	"LCMHRG2"	2	5000	3750	6	3	""
"Ammunition"	RES_LC_MIS_HRG4	"RES_LC_MIS_HRG3"	"LCMHRG3"	2	5000	3750	6	3	""
"Ammunition"	RES_LC_MIS_RG2	"RES_LC_WRG2"	"LCMRG1"	2	5000	2500	5	2	""
"Ammunition"	RES_LC_MIS_RG3	"RES_LC_MIS_RG2"	"LCMRG2"	2	5000	2500	5	2	""
"Ammunition"	RES_LC_MIS_RG4	"RES_LC_MIS_RG3"	"LCMRG3"	2	5000	2500	5	2	""
"Ammunition"	RES_LC_MMR2	"RES_LC_WMR1"	"NEMMR2"	1	5000	3750	6	3	""
"Ammunition"	RES_LC_MMR3	"RES_LC_MMR2"	"NEMMR3"	1	5000	3750	6	3	""
"Ammunition"	RES_LC_MMR4	"RES_LC_MMR3"	"NEMMR4"	1	5000	3750	6	3	""
"Ammunition"	RES_LC_MSR2	""	"NEMSR2"	1	5000	2500	5	1	""
"Ammunition"	RES_LC_MSR3	"RES_LC_MSR2"	"NEMSR3"	1	5000	2500	5	2	""
"Ammunition"	RES_LC_MSR4	"RES_LC_MSR3"	"NEMSR4"	1	5000	2500	5	2	""
"Special"	RES_LCBNE	""	"LCBNE"	18	10000	2500	5	1	""
"Special"	RES_LCBPP2	""	"LCBPP2"	16	10000	4000	10	4	""
"Special"	RES_LCWAN1	"RES_LC_WSR3,RES_MISSION_PACK1_ONLY"	"LCWAN1"	0	10000	3750	5	2	""
"Special"	RES_LC_ART	"RES_LC_BPM"	"LCCART"	8	10000	25000	10	24	""
"Special"	RES_LC_BHD	"RES_LC_BMD"	"LCBGA"	18	5000	2500	5	2	""
"Special"	RES_LC_BMD	"RES_LCBNE"	"LCBDE"	18	5000	2500	5	2	""
"Special"	RES_LC_BPM	"RES_LC_BHD"	"LCBPM"	16	5000	2000	5	2	""
"Special"	RES_LC_BWC	"RES_LC_BPM"	"LCBWC"	19	10000	6250	10	10	""
"Special"	RES_LC_HGen	"RES_LC_MGen"	"NEMPS3"	1	5000	2500	5	2	""
"Special"	RES_LC_LCBMR2	""	"LCBSR"	16	10000	5000	10	2	""
"Special"	RES_LC_MGen	"RES_LC_SGen"	"NEMPS2"	1	5000	2500	5	2	""
"Special"	RES_LC_NOT_FOR_BUILD	"RES_LC_NOT_FOR_BUILD"	"EDUST1"	1	1000	1000	1	1	""
"Special"	RES_LC_REG1	""	"LCSREG1"	1	5000	3750	5	3	""
"Special"	RES_LC_REG2	"RES_LC_REG1"	"LCSREG2"	1	5000	3750	5	3	""
"Special"	RES_LC_REG3	"RES_LC_REG2"	"LCSREG3"	1	5000	3750	5	3	""
"Special"	RES_LC_SDIDEF	""	"LCCSD"	17	10000	6250	10	5	""
"Special"	RES_LC_SGen	""	"NEMPS1"	1	5000	2500	5	2	""
"Special"	RES_LC_SHR1	""	"LCSSHR1"	1	5000	3750	5	3	""
"Special"	RES_LC_SHR2	"RES_LC_SHR1"	"LCSSHR2"	1	5000	3750	5	3	""
"Special"	RES_LC_SHR3	"RES_LC_SHR2"	"LCSSHR2"	1	5000	3750	5	3	""
"Special"	RES_LC_SLP	"RES_LC_WHRG2"	"LCBSLP"	18	10000	7500	10	20	""
"Special"	RES_LC_SMCTF	"RES_LC_SMCTF"	""	18	0	0	0	0	""
"Special"	RES_LC_SOB1	""	"LCSOB1"	0	10000	6250	10	5	""
"Special"	RES_LC_SOB2	"RES_LC_SOB1"	"LCSOB2"	0	15000	6250	15	5	""
"Special"	RES_LC_UBUSMCTF	"RES_LC_UBUSMCTF"	""	12	0	0	0	0	""
"Special"	RES_LC_UTD2	""	"LCUTD"	25	5000	3750	10	4	""
