"category"	"objectID"	"neededResearches"	"mesh"	"meshParamsIndex"	"priceCampaign"	"priceSingle"	"timeCampaign"	"timeSingle"	"video"
"Weapon"	RES_ED_WSL1	""	"EDWSL1"	0	10000	3000	5	4	"CS207"
"Weapon"	RES_ED_WSL2	"RES_ED_WSL1"	"EDWSL2"	0	10000	3000	5	4	""
"Weapon"	RES_ED_WSL3	"RES_ED_WSL2"	"EDWSL3"	0	10000	3000	4	4	""
"Weapon"	RES_ED_WSR1	""	"EDWSR1"	0	10000	3000	5	4	""
"Weapon"	RES_ED_WSR2	"RES_ED_WSR1"	"EDWSR2"	0	10000	3000	5	4	""
"Weapon"	RES_ED_WSR3	"RES_ED_WSR2"	"EDWSR3"	0	10000	3000	5	4	""
"Ammunition"	RES_ED_MB2	"RES_ED_AB1"	"NEMMB2"	1	5000	3000	6	3	""
"Ammunition"	RES_ED_MB3	"RES_ED_MB2"	"NEMMB3"	1	5000	3000	6	3	""
"Ammunition"	RES_ED_MB4	"RES_ED_MB3"	"NEMMB4"	1	10000	5000	20	5	""
"Ammunition"	RES_ED_MHC2	"RES_ED_WHC1"	"NEMHC2"	2	5000	3000	6	3	""
"Ammunition"	RES_ED_MHC3	"RES_ED_MHC2"	"NEMHC3"	2	5000	3000	6	3	""
"Ammunition"	RES_ED_MHC4	"RES_ED_MHC3"	"NEMHC4"	2	5000	3000	6	3	""
"Ammunition"	RES_ED_MHR2	"RES_ED_WHR1"	"NEMHR2"	1	5000	3000	6	2	""
"Ammunition"	RES_ED_MHR3	"RES_ED_MHR2"	"NEMHR3"	1	5000	3000	6	3	""
"Ammunition"	RES_ED_MHR4	"RES_ED_MHR3"	"NEMHR4"	1	10000	5000	20	3	""
"Ammunition"	RES_ED_MSC2	""	"NEMSC2"	2	5000	2000	5	2	""
"Ammunition"	RES_ED_MSC3	"RES_ED_MSC2"	"NEMSC3"	2	5000	2000	5	2	""
"Ammunition"	RES_ED_MSC4	"RES_ED_MSC3"	"NEMSC4"	2	5000	2000	5	2	""
"Special"	RES_EDBHT	"RES_ED_BMD"	"EDBHT"	8	5000	2000	5	2	""
"Special"	RES_EDWAN1	"RES_ED_WSR1,RES_MISSION_PACK1_ONLY"	"EDWAN1"	0	10000	3000	5	6	""
"Special"	RES_ED_ART	"RES_MISSION_PACK1_ONLY"	"EDCART"	8	10000	30000	10	26	""
"Special"	RES_ED_BC1	"RES_ED_RepHand2,RES_MISSION_PACK1_ONLY"	"EDSBC1"	1	10000	5000	5	5	""
"Special"	RES_ED_BHD	"RES_EDBHT"	"EDBPB"	8	5000	2000	5	2	""
"Special"	RES_ED_BMD	""	"EDBBT"	8	5000	2000	5	2	""
"Special"	RES_ED_EDUOB2	""	"EDUOBS"	11	2000	2000	1	1	""
"Special"	RES_ED_HGen	"RES_ED_MGen"	"NEMPS3"	1	5000	2000	5	2	""
"Special"	RES_ED_MGen	"RES_ED_SGen"	"NEMPS2"	1	5000	2000	5	2	""
"Special"	RES_ED_NOT_FOR_BUILD	"RES_ED_NOT_FOR_BUILD"	"EDUST1"	0	1000	1000	1	1	""
"Special"	RES_ED_RepHand	""	"EDSRE1"	1	5000	3000	2	3	""
"Special"	RES_ED_RepHand2	"RES_ED_RepHand"	"EDSRE2"	1	5000	3000	2	3	""
"Special"	RES_ED_SCR	"RES_ED_RepHand"	"EDSSC2"	0	10000	5000	10	6	""
"Special"	RES_ED_SCR2	"RES_ED_SCR"	"EDSSC3"	0	15000	5000	15	5	""
"Special"	RES_ED_SCR3	"RES_ED_SCR2"	"EDSSC3"	0	15000	5000	15	5	""
"Special"	RES_ED_SDI	""	"UCSCSD"	8	10000	5000	7	7	""
"Special"	RES_ED_SGen	""	"NEMPS1"	1	5000	2000	5	2	"CS206"
