"group"	"objectID"	"neededResearches"	"mesh"	"shadowType"	"viewParamsIndex"	"price"	"timeOfBuild"	"$soundPackID"	"$smokeID"	"$killExplosionID"	"$destructedID"	"rangeOfSight"	"plugType"	"slotType"	"maxAlphaPerTick"	"maxBetaPerTick"	"alphaMargin"	"betaMargin"	"barrelBetaType"	"barrelBetaAngle"	"barrelCount"	"$ammoID"	"ammoType"	"targetType"	"rangeOfFire"	"plusDamage"	"fireType"	"shootDelay"	"needExternal"	"reloadDelay"	"maxAmmo"	"$barrelExplosionID"
"UCSWAMR1,UCSWAMR2"	UCSWAMR1	"RES_UCS_WAMR1"	"UCSWAMR1"	10	0	600	1000	"SND_SHT_R2"	""	""	""	4	"b0,3"	""	3	3	20	50	0	0	1	"MIS_UCS_MR1"	6	1	8	0	0	32	1	1	50	""
"UCSWAMR1,UCSWAMR2"	UCSWAMR2	"RES_UCS_WAMR2"	"UCSWAMR2"	10	0	600	1000	"SND_SHT_R2"	""	""	""	4	"b0,3"	""	3	3	20	50	0	0	2	"MIS_UCS_MR1"	6	1	8	0	1	50	1	1	80	""
"UCSWAN1"	UCSWAN1	"RES_UCSWAN1"	"UCSWAN1"	10	0	400	100	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b12"	""	15	6	64	20	0	0	1	"MIS_RANTI"	9	3	10	0	0	5	1	0	30	""
"UCSWAP1,UCSWAP2"	UCSWAP1	"RES_UCSWAP1"	"UCSWAP1"	10	0	350	900	"SND_SHT_P1"	""	""	""	2	"b0,27"	""	5	3	20	60	0	0	1	"MIS_SP"	13	1	7	0	0	5	0	30	50	"SHT_SP"
"UCSWAP1,UCSWAP2"	UCSWAP2	"RES_UCSWAP2"	"UCSWAP2"	10	0	350	900	"SND_SHT_P1"	""	""	""	2	"b0,27"	""	5	3	20	60	0	0	2	"MIS_SP"	13	1	7	0	1	5	0	25	100	"SHT_SP"
"UCSWAPB1,UCSWAPB2"	UCSWAPB1	"RES_UCS_WAPB1"	"UCSWAPB1"	10	0	2600	2400	""	""	""	""	3	"b0,3"	""	3	3	0	50	0	0	1	"MIS_PLBOMB1"	11	1	1	0	0	50	1	1	3	""
"UCSWAPB1,UCSWAPB2"	UCSWAPB2	"RES_UCS_WAPB2"	"UCSWAPB2"	10	0	2600	2400	""	""	""	""	3	"b0,3"	""	3	3	0	50	0	0	1	"MIS_PLBOMB1"	11	1	1	0	0	50	1	1	5	""
"UCSWART1,UCSWART2,UCSWART3"	UCSWART1	"RES_UCS_WART1"	"UCSWART1"	10	28	1000	1200	"SND_SHT_C3"	""	""	""	4	"b18"	""	3	0	10	20	2	40	1	"MIS_UCSWART1"	10	1	14	0	0	200	0	400	5	"SHT_HC"
"UCSWART1,UCSWART2,UCSWART3"	UCSWART2	"RES_UCS_WART2"	"UCSWART2"	10	28	1000	1200	"SND_SHT_C3"	""	""	""	4	"b18"	""	3	0	10	20	2	40	2	"MIS_UCSWART2"	10	1	17	0	0	200	0	320	5	"SHT_HC"
"UCSWART1,UCSWART2,UCSWART3"	UCSWART3	"RES_UCS_NOT_FOR_BUILD"	"UCSWART3"	10	28	1000	1200	"SND_SHT_C3"	""	""	""	4	"b18"	""	3	0	10	20	2	40	2	"MIS_UCSWART3"	10	1	19	0	0	100	0	100	20	"SHT_HC"
"UCSWASR1,UCSWASR2"	UCSWASR1	"RES_UCS_WASR1"	"UCSWASR1"	10	0	300	500	"SND_SHT_R1"	""	""	""	3	"b0,2"	""	5	3	20	50	0	0	1	"MIS_UCS_SR1"	6	3	8	0	0	22	1	0	60	""
"UCSWASR1,UCSWASR2"	UCSWASR2	"RES_UCS_WASR2"	"UCSWASR2"	10	0	300	500	"SND_SHT_R1"	""	""	""	3	"b0,2"	""	5	3	20	50	0	0	2	"MIS_UCS_SR1"	6	3	8	0	1	35	1	0	100	""
"UCSWBBHC1,UCSWBBHC2"	UCSWBBHC1	"RES_UCSWBHC1"	"UCSWBHC1"	10	1	650	300	"SND_SHT_C3"	""	""	"NEXBCANNON"	3	"b5"	"b11,12"	3	3	0	20	0	0	2	"MIS_UCSHC1"	4	1	8	0	1	45	1	0	60	"SHT_HC"
"UCSWBBHC1,UCSWBBHC2"	UCSWBBHC2	"RES_UCSWBHC2"	"UCSWBHC2"	10	1	650	300	"SND_SHT_C3"	""	""	"NEXBCANNON"	3	"b5"	"b11,12"	3	3	0	20	0	0	4	"MIS_UCSHC1"	4	1	8	0	1	45	1	0	100	"SHT_HC"
"UCSWBG1,UCSWBG2"	UCSWBG1	"RES_UCS_WHG1"	"UCSWDHG1"	10	1	800	300	"SND_SHT_C3"	""	""	""	3	"b5"	""	3	0	10	20	2	32	2	"MIS_HG1"	10	1	13	0	1	15	1	0	100	"SHT_HC"
"UCSWBG1,UCSWBG2"	UCSWBG2	"RES_UCS_WHG2"	"UCSWDHG1"	10	1	800	300	"SND_SHT_C3"	""	""	""	3	"b5"	""	3	0	10	20	2	32	4	"MIS_HG1"	10	1	13	0	1	18	1	0	200	"SHT_HC"
"UCSWBHC1,UCSWBHC2"	UCSWBHC1	"RES_UCSWBHC1"	"UCSWBHC1"	10	1	650	1200	"SND_SHT_C3"	""	""	"NEXBCANNON"	3	"b8"	"b11,12"	3	3	0	20	0	0	2	"MIS_UCSHC1"	4	1	8	0	1	45	1	0	60	"SHT_HC"
"UCSWBHC1,UCSWBHC2"	UCSWBHC2	"RES_UCSWBHC2"	"UCSWBHC2"	10	1	650	1200	"SND_SHT_C3"	""	""	"NEXBCANNON"	3	"b8"	"b11,12"	3	3	0	20	0	0	4	"MIS_UCSHC1"	4	1	8	0	1	45	1	0	100	"SHT_HC"
"UCSWBHG1,UCSWBHG2"	UCSWBHG1	"RES_UCS_WHG1"	"UCSWBHG1"	10	1	800	1200	"SND_SHT_C3"	""	""	""	3	"b8"	""	3	0	10	20	2	32	2	"MIS_HG1"	10	1	15	0	1	15	1	0	100	"SHT_HC"
"UCSWBHG1,UCSWBHG2"	UCSWBHG2	"RES_UCS_WHG2"	"UCSWBHG2"	10	1	800	1200	"SND_SHT_C3"	""	""	""	3	"b8"	""	3	0	10	20	2	32	4	"MIS_HG1"	10	1	15	0	1	18	1	0	200	"SHT_HC"
"UCSWBHP1,UCSWBHP2,UCSWBHP3"	UCSWBHP1	"RES_UCS_WHP1"	"UCSWBHP1"	10	1	700	1200	"SND_SHT_P2"	""	""	"NEXBCANNON"	2	"b8"	""	4	3	0	20	0	0	1	"MIS_HP"	13	1	9	0	0	4	0	30	50	"SHT_HP"
"UCSWBHP1,UCSWBHP2,UCSWBHP3"	UCSWBHP2	"RES_UCS_WHP2"	"UCSWBHP2"	10	1	700	1200	"SND_SHT_P2"	""	""	"NEXBCANNON"	2	"b8"	""	4	3	0	20	0	0	2	"MIS_HP"	13	1	9	0	1	6	0	15	100	"SHT_HP"
"UCSWBHP1,UCSWBHP2,UCSWBHP3"	UCSWBHP3	"RES_UCS_WHP3"	"UCSWBHP3"	10	1	700	1200	"SND_SHT_P2"	""	""	"NEXBCANNON"	2	"b8"	"b11,12"	4	3	0	20	0	0	2	"MIS_HP"	13	1	9	0	1	5	0	15	100	"SHT_HP"
"UCSWBMR1,UCSWBMR2,UCSWBMR3"	UCSWBMR1	"RES_UCS_WMR1"	"UCSWBMR1"	10	1	700	1200	"SND_SHT_R2"	""	""	"NEXBCANNON"	4	"b8"	""	3	3	64	20	0	0	2	"MIS_UCS_MR1"	6	3	9	0	2	30	1	4	50	""
"UCSWBMR1,UCSWBMR2,UCSWBMR3"	UCSWBMR2	"RES_UCS_WMR2"	"UCSWBMR2"	10	1	700	1200	"SND_SHT_R2"	""	""	"NEXBCANNON"	4	"b8"	""	3	3	64	20	0	0	4	"MIS_UCS_MR1"	6	3	9	0	2	45	1	4	70	""
"UCSWBMR1,UCSWBMR2,UCSWBMR3"	UCSWBMR3	"RES_UCS_WMR3"	"UCSWBMR3"	10	1	700	1200	"SND_SHT_R2"	""	""	"NEXBCANNON"	4	"b8"	""	3	3	64	20	0	0	4	"MIS_UCS_MR1"	6	3	9	0	2	33	1	4	90	""
"UCSWBSR1,UCSWBSR2,UCSWBSR3"	UCSWBSR1	"RES_UCS_WSR1"	"UCSWBSR1"	10	1	300	500	"SND_SHT_R1"	""	""	"NEXBCANNON"	3	"b8"	""	3	3	64	20	0	0	4	"MIS_UCS_SR1"	6	3	8	0	2	50	1	4	60	""
"UCSWBSR1,UCSWBSR2,UCSWBSR3"	UCSWBSR2	"RES_UCS_WSR2"	"UCSWBSR2"	10	1	300	500	"SND_SHT_R1"	""	""	"NEXBCANNON"	3	"b8"	"b11,12"	3	3	64	20	0	0	4	"MIS_UCS_SR1"	6	3	8	0	2	40	1	4	80	""
"UCSWBSR1,UCSWBSR2,UCSWBSR3"	UCSWBSR3	"RES_UCS_WSR3"	"UCSWBSR3"	10	1	300	500	"SND_SHT_R1"	""	""	"NEXBCANNON"	3	"b8"	"b11,12"	3	3	64	20	0	0	4	"MIS_UCS_SR1"	6	3	8	0	2	34	1	4	100	""
"UCSWCART1,UCSWCART2"	UCSWCART1	"RES_UCS_WCART1"	"UCSWCART1"	10	28	1000	1200	"SND_SHT_C3"	""	""	""	4	"b18"	""	3	0	10	20	2	40	4	"MIS_UCSWCART1"	10	1	17	0	1	200	1	0	80	"SHT_HC"
"UCSWCART1,UCSWCART2"	UCSWCART2	"RES_UCS_WCART2"	"UCSWCART2"	10	28	1000	1200	"SND_SHT_C3"	""	""	""	4	"b18"	""	3	0	10	20	2	40	4	"MIS_UCSWCART2"	10	1	20	0	1	200	1	0	80	"SHT_HC"
"UCSWDHG1"	UCSWDHG1	"RES_UCS_WHG1"	"UCSWDHG1"	10	1	600	500	"SND_SHT_C3"	""	""	""	3	"b1"	""	3	0	10	20	2	32	2	"MIS_HG1"	10	1	17	0	1	15	1	0	100	"SHT_HC"
"UCSWDHP1,UCSWDHP2"	UCSWDHP1	"RES_UCS_WHP1"	"UCSWDHP1"	10	1	600	500	"SND_SHT_P2"	""	""	"NEXBCANNON"	2	"b1"	""	4	3	0	20	0	0	1	"MIS_HP"	13	1	10	0	0	5	0	30	50	"SHT_HP"
"UCSWDHP1,UCSWDHP2"	UCSWDHP2	"RES_UCS_WHP2"	"UCSWDHP2"	10	1	600	500	"SND_SHT_P2"	""	""	"NEXBCANNON"	2	"b1"	""	4	3	0	20	0	0	2	"MIS_HP"	13	1	10	0	1	5	0	15	100	"SHT_HP"
"UCSWDMR1,UCSWDMR2"	UCSWDMR1	"RES_UCS_WMR1"	"UCSWDMR1"	10	1	600	1000	"SND_SHT_R2"	""	""	"NEXBCANNON"	4	"b1"	""	3	3	64	20	0	0	1	"MIS_UCS_MR1"	6	1	13	0	0	20	1	4	60	""
"UCSWDMR1,UCSWDMR2"	UCSWDMR2	"RES_UCS_WMR2"	"UCSWDMR2"	10	1	600	1000	"SND_SHT_R2"	""	""	"NEXBCANNON"	4	"b1"	""	3	3	64	20	0	0	2	"MIS_UCS_MR1"	6	1	13	0	1	26	1	4	120	""
"UCSWDSR1,UCSWDSR2,UCSWDSR3"	UCSWDSR1	"RES_UCS_WSR1"	"UCSWDSR1"	10	1	300	500	"SND_SHT_R1"	""	""	"NEXBCANNON"	3	"b1"	""	3	3	64	20	0	0	1	"MIS_UCS_SR1"	6	3	8	0	0	20	1	4	100	""
"UCSWDSR1,UCSWDSR2,UCSWDSR3"	UCSWDSR2	"RES_UCS_WSR2"	"UCSWDSR2"	10	1	300	500	"SND_SHT_R1"	""	""	"NEXBCANNON"	3	"b1"	""	3	3	64	20	0	0	2	"MIS_UCS_SR1"	6	3	8	0	1	26	1	4	150	""
"UCSWDSR1,UCSWDSR2,UCSWDSR3"	UCSWDSR3	"RES_UCS_WSR3"	"UCSWDSR3"	10	1	300	500	"SND_SHT_R1"	""	""	"NEXBCANNON"	3	"b1"	""	3	3	64	20	0	0	2	"MIS_UCS_SR1"	6	3	8	0	1	20	1	4	200	""
"UCSWEQ1,UCSWEQ2"	UCSWEQ1	"RES_UCSWEQ1"	"UCSWEQ1"	10	1	600	2000	"SND_SHT_S2"	""	""	"NEXBCANNON"	3	"b8"	""	3	3	0	63	0	0	1	"MIS_UCSEQ1"	17	1	5	0	0	50	0	120	3	"EXP_EQ1"
"UCSWEQ1,UCSWEQ2"	UCSWEQ2	"RES_UCSWEQ2"	"UCSWEQ2"	10	1	600	2000	"SND_SHT_S2"	""	""	"NEXBCANNON"	3	"b8"	""	3	3	0	63	0	0	1	"MIS_UCSEQ1"	17	1	5	0	0	40	0	100	5	"EXP_EQ1"
"UCSWFLHB1,UCSWFLHB2"	UCSWFLHB1	"RES_UCS_WFLH1"	"UCSWFLHB1"	10	1	850	1200	"SND_SHT_I2"	""	""	"NEXSCANNON"	3	"b19"	""	3	3	0	63	0	0	4	"MIS_FLH1"	3	1	5	0	1	15	1	0	200	"EXP_FL1"
"UCSWFLHB1,UCSWFLHB2"	UCSWFLHB2	"RES_UCS_WFLH2"	"UCSWFLHB2"	10	1	850	1200	"SND_SHT_I2"	""	""	"NEXSCANNON"	3	"b19"	""	3	3	0	63	0	0	4	"MIS_FLH1"	3	1	5	0	1	12	1	0	250	"EXP_FL1"
"UCSWFLLB1,UCSWFLLB2"	UCSWFLLB1	"RES_UCS_WFL1"	"UCSWFLLB1"	10	1	350	800	"SND_SHT_I2"	""	""	"NEXSCANNON"	3	"b11"	""	3	3	0	63	0	0	3	"MIS_FL1"	3	1	5	0	1	12	1	0	150	"EXP_FL1"
"UCSWFLLB1,UCSWFLLB2"	UCSWFLLB2	"RES_UCS_WFL2"	"UCSWFLLB2"	10	1	350	800	"SND_SHT_I2"	""	""	"NEXSCANNON"	3	"b11"	""	3	3	0	63	0	0	3	"MIS_FL1"	3	1	5	0	1	12	1	0	200	"EXP_FL1"
"UCSWFLT1"	UCSWFLT1	"RES_UCS_WFLH2"	"UCSWFLT1"	10	1	0	0	"SND_SHT_I2"	""	""	"NEXSCANNON"	3	"b22,30"	""	3	3	0	63	0	0	4	"MIS_FLT1"	3	1	13	0	1	15	1	0	300	"EXP_FL2"
"UCSWFLT2"	UCSWFLT2	"RES_UCS_WFLH2"	"UCSWFLT2"	10	1	0	0	"SND_SHT_I2"	""	""	"NEXSCANNON"	3	"b22,30"	""	3	3	0	63	0	0	4	"MIS_FLT1"	3	1	13	0	1	15	1	0	300	"EXP_FL2"
"UCSWGATAA1,UCSWGATAA2"	UCSWGATAA1	"RES_UCS_WGATAA1"	"UCSWGATAA1"	10	0	300	600	"SND_SHT_C1"	""	""	"NEXSCANNON"	2	"b4,5,15"	""	15	10	0	20	0	0	1	"MIS_GATAA1"	4	2	10	0	0	5	1	0	100	"SHT_CH"
"UCSWGATAA1,UCSWGATAA2"	UCSWGATAA2	"RES_UCS_WGATAA2"	"UCSWGATAA2"	10	0	300	600	"SND_SHT_C1"	""	""	"NEXSCANNON"	2	"b4,5,15"	""	15	10	0	20	0	0	2	"MIS_GATAA1"	4	2	10	0	1	5	1	0	200	"SHT_CH"
"UCSWGATAAA1,UCSWGATAAA2"	UCSWGATAAA1	"RES_UCS_WGATAA1"	"UCSWGATAAA1"	10	0	300	600	"SND_SHT_C1"	""	""	""	2	"b0,2"	""	15	10	20	50	0	0	1	"MIS_GATAA1"	4	2	8	0	0	5	1	0	100	"SHT_CH"
"UCSWGATAAA1,UCSWGATAAA2"	UCSWGATAAA2	"RES_UCS_WGATAA2"	"UCSWGATAAA2"	10	0	300	600	"SND_SHT_C1"	""	""	""	2	"b0,2"	""	15	10	20	50	0	0	2	"MIS_GATAA1"	4	2	8	0	1	5	1	0	200	"SHT_CH"
"UCSWGATH1,UCSWGATH2"	UCSWGATH1	"RES_UCS_WGATH1"	"UCSWGATH1"	10	1	700	1200	"SND_SHT_C1"	""	""	"NEXBCANNON"	3	"b8"	"b11,12"	5	3	0	20	0	0	2	"MIS_GATH1"	4	3	7	0	1	11	1	0	250	"SHT_CH"
"UCSWGATH1,UCSWGATH2"	UCSWGATH2	"RES_UCS_WGATH2"	"UCSWGATH2"	10	1	700	1200	"SND_SHT_C1"	""	""	"NEXBCANNON"	3	"b8"	"b11,12"	5	3	0	20	0	0	4	"MIS_GATH1"	4	3	7	0	1	12	1	0	300	"SHT_CH"
