"group"	"objectID"	"neededResearches"	"mesh"	"shadowType"	"viewParamsIndex"	"price"	"timeOfBuild"	"$soundPackID"	"$smokeID"	"$killExplosionID"	"$destructedID"	"hp"	"regenerationHP"	"armor"	"calorificCapacity"	"disableResist"	"storeableFlags"	"standType"	"sightRange"	"$talkPackID"	"$shieldGeneratorID"	"maxShieldUpdate"	"slot1Type"	"slot2Type"	"slot3Type"	"slot4Type"	"soilSpeed"	"roadSpeed"	"sandSpeed"	"bankSpeed"	"waterSpeed"	"deepWaterSpeed"	"airSpeed"	"objectType"	"$engineSmokeID"	"$dustID"	"$billowID"	"$standBillowID"	"$trackID"
"UCSUBL1,UCSUBL2"	UCSUBL1	"RES_UCS_UBL1"	"UCSUBL1"	6	23	1300	1500	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUBL1"	1350	0	75	300	600	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS"	2	"b8"	"b11"	""	""	18	18	18	18	0	0	0	"b0,8"	""	""	""	""	""
"UCSUBL1,UCSUBL2"	UCSUBL2	"RES_UCS_UBL2"	"UCSUBL2"	6	23	1300	1500	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUBL2"	1500	0	75	350	600	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS"	2	"b8"	"b11"	""	""	18	18	18	18	0	0	0	"b0,8"	""	""	""	""	""
"UCSUBS1"	UCSUBS1	"RES_UCS_UBS1"	"UCSUBS1"	12	24	700	1200	"SND_USB"	"HIT_SMOKE"	"EXP_UNIT_W"	""	1400	0	50	300	1200	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	2	"b1"	""	""	""	0	0	0	0	15	15	0	"b4"	""	""	"SMOKE_KILWATER_B"	"SMOKE_KILWATER_BS"	""
"UCSUBS2"	UCSUBS2	"RES_UCS_UBS2"	"UCSUBS2"	12	24	700	1200	"SND_USB"	"HIT_SMOKE"	"EXP_UNIT_W"	""	1600	0	75	350	1200	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	2	"b1"	"b11"	""	""	0	0	0	0	14	14	0	"b4"	""	""	"SMOKE_KILWATER_B"	"SMOKE_KILWATER_BS"	""
"UCSUBS3"	UCSUBS3	"RES_UCS_UBS3"	"UCSUBS3"	12	24	700	1200	"SND_USB"	"HIT_SMOKE"	"EXP_UNIT_W"	""	1800	0	75	350	1200	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	2	"b1"	"b11"	"b11"	""	0	0	0	0	14	14	0	"b4"	""	""	"SMOKE_KILWATER_B"	"SMOKE_KILWATER_BS"	""
"UCSUCS"	UCSUCS	"RES_UCSUCS"	"UCSUCS"	6	22	1000	1500	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	""	1500	0	75	150	250	0	1	4	"TALK_UC_TANK"	""	-1	"b9,11,15"	""	""	""	16	12	18	18	0	0	0	"b8"	""	"SMOKE_DUST"	""	""	"TRACK_UCSUBU1"
"UCSUCTF"	UCSUCTF	"RES_UCS_NOT_FOR_BUILD"	"NEACTFUCS"	6	3	500	1000	""	""	""	""	10000	10000	0	20000	20000	59	1	2	""	""	-1	""	""	""	""	0	0	0	0	0	0	0	"b8,12"	""	""	""	""	""
"UCSUHL1,UCSUHL2,UCSUHL3"	UCSUHL1	"RES_UCS_UHL1"	"UCSUHL1"	6	23	1200	1200	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUHL1"	900	0	75	300	400	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS"	2	"b8"	""	""	""	15	13	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUHL1,UCSUHL2,UCSUHL3"	UCSUHL2	"RES_UCS_UHL2"	"UCSUHL2"	6	23	1200	1200	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUHL2"	1050	0	75	350	400	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS"	2	"b8"	""	""	""	14	13	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUHL1,UCSUHL2,UCSUHL3"	UCSUHL3	"RES_UCS_UHL3"	"UCSUHL3"	6	23	1200	1200	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUHL3"	1200	0	75	400	400	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS"	2	"b8"	""	""	""	13	12	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUML1,UCSUML2,UCSUML3"	UCSUML1	"RES_UCS_UML1"	"UCSUML1"	6	22	300	800	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"NEXUCSUML1"	450	0	0	150	300	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS"	2	"b9,11,16"	""	""	""	14	12	18	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUML1,UCSUML2,UCSUML3"	UCSUML2	"RES_UCS_UML2"	"UCSUML2"	6	22	300	800	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"NEXUCSUML2"	525	0	0	175	300	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS"	2	"b9,11,16"	""	""	""	13	12	18	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUML1,UCSUML2,UCSUML3"	UCSUML3	"RES_UCS_UML3"	"UCSUML3"	6	22	300	800	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"NEXUCSUML3"	600	0	0	200	300	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS"	2	"b9,11,16"	""	""	""	13	12	18	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUSL1,UCSUSL2,UCSUSL3"	UCSUSL1	""	"UCSUSL1"	6	21	200	600	"SND_UCSUSL"	"HIT_SMOKE"	"EXP_UNIT_S"	"NEXUCSUSL1"	240	0	75	100	200	0	1	4	"TALK_UC_TANK"	""	-1	"b7,9"	""	""	""	15	13	16	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUSL1,UCSUSL2,UCSUSL3"	UCSUSL2	"RES_UCS_USL2"	"UCSUSL2"	6	21	200	600	"SND_UCSUSL"	"HIT_SMOKE"	"EXP_UNIT_S"	"NEXUCSUSL2"	270	0	75	100	200	0	1	4	"TALK_UC_TANK"	""	-1	"b7,9"	""	""	""	14	13	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUSL1,UCSUSL2,UCSUSL3"	UCSUSL3	"RES_UCS_USL3"	"UCSUSL3"	6	21	200	600	"SND_UCSUSL"	"HIT_SMOKE"	"EXP_UNIT_S"	"NEXUCSUSL3"	300	0	75	100	200	0	1	4	"TALK_UC_TANK"	""	-1	"b7,9"	""	""	""	13	12	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUSM1,UCSUSM2"	UCSUSM1	"RES_UCS_USM1"	"UCSUSM1"	0	22	1200	1200	"SND_USM"	"HIT_SMOKE"	"EXP_UNIT_W"	""	750	0	50	500	1200	4	3	4	"TALK_UC_SHIP"	""	-1	"b14"	""	""	""	0	0	0	0	15	15	0	"b4"	""	""	"SMOKE_KILWATER_S"	""	""
"UCSUSM1,UCSUSM2"	UCSUSM2	"RES_UCS_USM2"	"UCSUSM2"	0	22	1200	1200	"SND_USM"	"HIT_SMOKE"	"EXP_UNIT_W"	""	1000	0	50	500	1200	4	3	4	"TALK_UC_SHIP"	""	-1	"b14"	""	""	""	0	0	0	0	14	14	0	"b4"	""	""	"SMOKE_KILWATER_S"	""	""
"UCSUSS1,UCSUSS2"	UCSUSS1	""	"UCSUSS1"	12	22	300	400	"SND_USS"	"HIT_SMOKE"	"EXP_UNIT_W"	""	450	0	50	100	600	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	0	"b9,11,15"	""	""	""	0	0	0	0	12	12	0	"b4"	""	""	"SMOKE_KILWATER_S"	"SMOKE_KILWATER_SS"	""
"UCSUSS1,UCSUSS2"	UCSUSS2	"RES_UCS_USS2"	"UCSUSS2"	12	22	300	400	"SND_USS"	"HIT_SMOKE"	"EXP_UNIT_W"	""	550	0	50	125	600	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	0	"b9,11,15"	""	""	""	0	0	0	0	10	10	0	"b4"	""	""	"SMOKE_KILWATER_S"	"SMOKE_KILWATER_SS"	""
"UCSUUT"	UCSUUT	"RES_UCSUUT"	"UCSUUT"	7	3	1000	1200	"SND_UCSUAB"	""	"EXP_UNIT_A"	""	550	0	50	80	200	0	1	4	"TALK_UC_AIRCRAFT"	"SMALLGENUCS"	2	"b0,10"	""	""	""	19	19	19	19	19	19	7	"b2,5"	""	""	""	""	""
