"group"	"objectID"	"neededResearches"	"mesh"	"shadowType"	"viewParamsIndex"	"price"	"timeOfBuild"	"$soundPackID"	"$smokeID"	"$killExplosionID"	"$destructedID"	"rangeOfSight"	"plugType"	"slotType"	"maxAlphaPerTick"	"maxBetaPerTick"	"alphaMargin"	"betaMargin"	"barrelBetaType"	"barrelBetaAngle"	"barrelCount"	"$ammoID"	"ammoType"	"targetType"	"rangeOfFire"	"plusDamage"	"fireType"	"shootDelay"	"needExternal"	"reloadDelay"	"maxAmmo"	"$barrelExplosionID"
"EDCSR1,EDCSR2,EDCSR3"	EDCSR1	"RES_ED_WSR1"	"EDCSR1"	10	0	300	300	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b4,5"	""	5	3	64	32	0	0	2	"MIS_SR1"	6	3	10	0	0	20	1	0	100	""
"EDCSR1,EDCSR2,EDCSR3"	EDCSR2	"RES_ED_WSR2"	"EDCSR2"	10	0	300	300	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b4,5"	""	5	3	64	32	0	0	4	"MIS_SR1"	6	3	10	0	0	13	1	0	150	""
"EDCSR1,EDCSR2,EDCSR3"	EDCSR3	"RES_ED_WSR3"	"EDCSR3"	10	0	300	300	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b4,5"	""	5	3	64	32	0	0	4	"MIS_SR1"	6	3	10	0	0	10	1	0	200	""
"EDWAA1"	EDWAA1	"RES_EDWAA1"	"EDWAA1"	10	0	200	100	"SND_SHT_C2"	""	""	"NEXSCANNON"	2	"b17"	""	5	3	0	32	0	0	4	"MIS_AA1"	4	2	6	0	1	10	1	0	100	"SHT_SC"
"EDWAB1,EDWAB2"	EDWAB1	"RES_ED_AB1"	"EDWAB1"	10	0	2600	2400	""	""	""	""	3	"b0,3"	""	4	3	0	20	0	0	1	"MIS_BOMB1"	11	1	1	0	0	50	1	0	3	""
"EDWAB1,EDWAB2"	EDWAB2	"RES_ED_AB2"	"EDWAB2"	10	0	2600	2400	""	""	""	""	3	"b0,3"	""	4	3	0	20	0	0	1	"MIS_BOMB1"	11	1	1	0	0	50	1	0	5	""
"EDWAC1,EDWAC2"	EDWAC1	""	"EDWAC1"	10	0	300	100	"SND_SHT_C1"	""	""	""	2	"b0,2"	""	4	3	20	32	0	0	1	"MIS_CH1"	4	3	7	0	0	20	1	0	100	"SHT_CH"
"EDWAC1,EDWAC2"	EDWAC2	"RES_ED_ACH2"	"EDWAC2"	10	0	300	100	"SND_SHT_C1"	""	""	""	2	"b0,2"	""	4	3	20	32	0	0	2	"MIS_CH1"	4	3	7	0	1	26	1	0	200	"SHT_CH"
"EDWAMR1,EDWAMR2"	EDWAMR1	"RES_ED_AMR1"	"EDWAMR1"	10	1	600	1000	"SND_SHT_R2"	""	""	""	3	"b0,3"	""	4	3	20	20	0	0	2	"MIS_MR1"	6	3	10	0	1	40	1	0	40	"SHT_HC"
"EDWAMR1,EDWAMR2"	EDWAMR2	"RES_ED_AMR2"	"EDWAMR2"	10	1	600	1000	"SND_SHT_R2"	""	""	""	3	"b0,3"	""	4	3	20	20	0	0	4	"MIS_MR1"	6	3	10	0	1	40	1	0	60	"SHT_HC"
"EDWAN1"	EDWAN1	"RES_EDWAN1"	"EDWAN1"	10	0	200	100	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b12"	""	15	5	64	64	0	0	1	"MIS_RANTI"	9	3	7	0	0	2	1	0	50	""
"EDWAR1,EDWAR2"	EDWAR1	"RES_ED_ASR1"	"EDWAR1"	10	0	300	500	"SND_SHT_R1"	""	""	""	3	"b0,2"	""	4	3	20	20	0	0	2	"MIS_SR1"	6	3	8	0	1	40	1	0	20	"SHT_SC"
"EDWAR1,EDWAR2"	EDWAR2	"RES_ED_ASR2"	"EDWAR2"	10	0	300	500	"SND_SHT_R1"	""	""	""	3	"b0,2"	""	4	3	20	20	0	0	4	"MIS_SR1"	6	3	8	0	1	40	1	0	40	"SHT_SC"
"EDWART"	EDWART	"RES_ED_ART"	"EDWART"	10	1	600	1200	"SND_SHT_C3"	""	""	""	4	"b1,6"	""	3	0	10	20	2	40	2	"MIS_EDG1"	10	1	25	0	1	8	1	0	120	"SHT_HC"
"EDWCA1,EDWCA2"	EDWCA1	""	"EDWCA1"	10	1	300	600	"SND_SHT_C2"	""	""	"NEXEDWCA"	3	"b7"	""	5	3	0	15	0	0	1	"MIS_SC1"	4	1	6	0	0	20	1	0	60	"SHT_SC"
"EDWCA1,EDWCA2"	EDWCA2	"RES_ED_WCA2"	"EDWCA2"	10	1	300	600	"SND_SHT_C2"	""	""	"NEXEDWCA"	3	"b7"	""	5	3	0	15	0	0	2	"MIS_SC1"	4	1	6	0	1	26	1	0	120	"SHT_SC"
"EDWCH1,EDWCH2"	EDWCH1	""	"EDWCH1"	10	0	200	100	"SND_SHT_C1"	""	""	"NEXSCANNON"	2	"b11"	""	5	3	0	32	0	0	1	"MIS_CH1"	4	3	6	0	0	20	1	0	100	"SHT_CH"
"EDWCH1,EDWCH2"	EDWCH2	"RES_ED_WCH2"	"EDWCH2"	10	0	200	100	"SND_SHT_C1"	""	""	"NEXSCANNON"	2	"b11"	""	5	3	0	32	0	0	2	"MIS_CH1"	4	3	6	0	1	26	1	0	200	"SHT_CH"
"EDWEQ1,EDWEQ2"	EDWEQ1	"RES_EDWEQ1"	"EDWEQ1"	10	1	600	2000	"SND_SHT_S2"	""	""	"NEXBCANNON"	3	"b1"	""	3	3	0	63	0	0	1	"MIS_EDEQ1"	17	1	5	0	0	50	0	120	3	"EXP_EQ1"
"EDWEQ1,EDWEQ2"	EDWEQ2	"RES_EDWEQ2"	"EDWEQ2"	10	1	600	2000	"SND_SHT_S2"	""	""	"NEXBCANNON"	3	"b1"	""	3	3	0	63	0	0	1	"MIS_EDEQ1"	17	1	5	0	0	40	0	100	5	"EXP_EQ1"
"EDWHC1,EDWHC2"	EDWHC1	"RES_ED_WHC1"	"EDWHC1"	10	1	700	1200	"SND_SHT_C3"	""	""	"NEXEDWHC"	3	"b1"	"b11,12"	3	3	0	20	0	0	1	"MIS_HC1"	4	1	8	0	0	20	1	0	100	"SHT_HC"
"EDWHC1,EDWHC2"	EDWHC2	"RES_ED_WHC2"	"EDWHC2"	10	1	700	1200	"SND_SHT_C3"	""	""	"NEXEDWHC"	3	"b1"	"b11,12"	3	3	0	20	0	0	2	"MIS_HC1"	4	1	8	0	1	26	1	0	100	"SHT_HC"
"EDWHCShip1,EDWHCShip2"	EDWHCShip1	"RES_ED_WHC1"	"EDWHC1"	10	1	700	1200	"SND_SHT_C3"	""	""	"NEXEDWHC"	4	"b6"	"b11,12"	3	3	0	20	0	0	1	"MIS_HC1"	4	1	12	0	0	20	1	0	100	"SHT_HC"
"EDWHCShip1,EDWHCShip2"	EDWHCShip2	"RES_ED_WHC2"	"EDWHC2"	10	1	700	1200	"SND_SHT_C3"	""	""	"NEXEDWHC"	4	"b6"	"b11,12"	3	3	0	20	0	0	2	"MIS_HC1"	4	1	12	0	1	26	1	0	200	"SHT_HC"
"EDWHI1,EDWHI2"	EDWHI1	"RES_ED_WHI1"	"EDWHI1"	10	1	600	1200	"SND_SHT_I2"	""	""	"NEXEDWHI"	3	"b1"	""	3	3	0	20	0	0	1	"MIS_HI"	12	1	7	0	0	20	0	100	1	"SHT_HI"
"EDWHI1,EDWHI2"	EDWHI2	"RES_ED_WHI2"	"EDWHI2"	10	1	600	1200	"SND_SHT_I2"	""	""	"NEXEDWHI"	3	"b1"	""	3	3	0	20	0	0	1	"MIS_HI"	12	1	7	0	0	20	0	80	1	"SHT_HI"
"EDWHL1,EDWHL2,EDWHL3"	EDWHL1	"RES_ED_WHL1"	"EDWHL1"	10	1	700	1100	"SND_SHT_L2"	""	""	"NEXEDW2"	3	"b1"	"b11,12"	3	3	0	20	0	0	1	"MIS_HL1"	1	1	7	0	0	0	0	1	16	""
"EDWHL1,EDWHL2,EDWHL3"	EDWHL2	"RES_ED_WHL2"	"EDWHL2"	10	1	700	1100	"SND_SHT_L2"	""	""	"NEXEDW2"	3	"b1"	"b11,12"	3	3	0	20	0	0	2	"MIS_HL2"	1	1	7	0	1	0	0	1	16	""
"EDWHL1,EDWHL2,EDWHL3"	EDWHL3	"RES_ED_WHL3"	"EDWHL3"	10	1	700	1100	"SND_SHT_L2"	""	""	"NEXEDW2"	3	"b1"	"b11,12"	3	3	0	20	0	0	4	"MIS_HL3"	1	1	7	0	1	0	0	1	16	""
"EDWHR1"	EDWHR1	"RES_ED_WHR1"	"EDWHR1"	10	1	6000	6000	"SND_SHT_R3"	""	""	"NEXEDW2"	4	"b1"	""	3	3	0	20	1	60	1	"MIS_HR1"	7	1	25	0	0	10	1	0	1	""
"EDWMM21"	EDWMM21	"RES_ED_UMM21"	"EDWMM21"	10	1	600	900	"SND_SHT_C3"	""	""	""	3	"b8"	""	3	3	0	20	0	0	1	"MIS_HC1"	4	1	10	0	0	20	1	0	80	"SHT_HC"
"EDWMM31"	EDWMM31	"RES_ED_WMM31"	"EDWMM31"	10	1	300	600	"SND_SHT_R2"	""	""	""	3	"b8"	""	3	3	64	20	0	0	2	"MIS_MR1"	6	3	8	0	1	20	1	0	90	""
"EDWMM41,EDWMM42"	EDWMM41	"RES_ED_UMM41"	"EDWMM41"	10	1	300	600	"SND_SHT_C3"	""	""	""	3	"b8"	""	3	3	0	20	0	0	1	"MIS_HC1"	4	1	8	0	0	20	1	0	80	"SHT_HC"
"EDWMM41,EDWMM42"	EDWMM42	"RES_ED_WMM42"	"EDWMM42"	10	1	300	600	"SND_SHT_C3"	""	""	""	3	"b8"	""	3	3	0	20	0	0	2	"MIS_HC1"	4	1	8	0	1	40	1	0	160	"SHT_HC"
"EDWMR1,EDWMR2,EDWMR3"	EDWMR1	"RES_ED_WMR1"	"EDWMR1"	10	1	600	1000	"SND_SHT_R2"	""	""	"NEXEDWMR"	3	"b1"	""	3	3	64	20	0	0	1	"MIS_MR1"	6	3	10	0	0	20	1	0	30	"SHT_HC"
"EDWMR1,EDWMR2,EDWMR3"	EDWMR2	"RES_ED_WMR2"	"EDWMR2"	10	1	600	1000	"SND_SHT_R2"	""	""	"NEXEDWMR"	3	"b1"	""	3	3	64	20	0	0	2	"MIS_MR1"	6	3	10	0	0	13	1	0	45	"SHT_HC"
"EDWMR1,EDWMR2,EDWMR3"	EDWMR3	"RES_ED_WMR3"	"EDWMR3"	10	1	600	1000	"SND_SHT_R2"	""	""	"NEXEDWMR"	4	"b1"	""	3	3	64	20	0	0	3	"MIS_MR1"	6	3	10	0	0	10	1	0	60	"SHT_HC"
"EDWMRShip1,EDWMRShip2,EDWMRShip3"	EDWMRShip1	"RES_ED_WMR1"	"EDWMR1"	10	1	600	1200	"SND_SHT_R2"	""	""	"NEXEDWMR"	3	"b6"	""	3	3	64	20	0	0	1	"MIS_MR1"	6	3	13	0	0	20	1	0	60	"SHT_HC"
"EDWMRShip1,EDWMRShip2,EDWMRShip3"	EDWMRShip2	"RES_ED_WMR2"	"EDWMR2"	10	1	600	1200	"SND_SHT_R2"	""	""	"NEXEDWMR"	3	"b6"	""	3	3	64	20	0	0	2	"MIS_MR1"	6	3	13	0	0	13	1	0	90	"SHT_HC"
"EDWMRShip1,EDWMRShip2,EDWMRShip3"	EDWMRShip3	"RES_ED_WMR3"	"EDWMR3"	10	1	600	1200	"SND_SHT_R2"	""	""	"NEXEDWMR"	4	"b6"	""	3	3	64	20	0	0	3	"MIS_MR1"	6	3	13	0	0	10	1	0	120	"SHT_HC"
"EDWSHR1,EDWSHR2"	EDWSHR1	"RES_ED_USM1,RES_ED_WHR1"	"EDWHR"	10	0	2000	2200	"SND_SHT_R3"	""	""	""	4	"b14"	""	10	3	64	20	2	60	1	"MIS_NUCLEAR1"	7	1	25	0	0	100	1	0	2	""
"EDWSHR1,EDWSHR2"	EDWSHR2	"RES_ED_USM2,RES_ED_WHR1"	"EDWHR"	10	0	3000	2500	"SND_SHT_R3"	""	""	""	4	"b14"	""	10	3	64	20	2	60	1	"MIS_NUCLEAR2"	7	1	40	0	0	100	1	0	4	""
"EDWSI1,EDWSI2"	EDWSI1	"RES_ED_WSI1"	"EDWSI1"	10	0	300	600	"SND_SHT_I1"	""	""	"NEXEDWSI"	2	"b11"	""	5	3	0	20	0	0	1	"MIS_SI"	12	1	7	0	0	20	0	100	1	"SHT_SI"
"EDWSI1,EDWSI2"	EDWSI2	"RES_ED_WSI2"	"EDWSI2"	10	0	300	600	"SND_SHT_I1"	""	""	"NEXEDWSI"	2	"b11"	""	5	3	0	20	0	0	1	"MIS_SI"	12	1	7	0	0	20	0	80	1	"SHT_SI"
"EDWSL1,EDWSL2,EDWSL3"	EDWSL1	"RES_ED_WSL1"	"EDWSL1"	10	0	300	400	"SND_SHT_L1"	""	""	"NEXSCANNON"	2	"b11"	""	5	3	0	20	0	0	1	"MIS_SL1"	1	1	6	0	0	0	0	1	16	""
"EDWSL1,EDWSL2,EDWSL3"	EDWSL2	"RES_ED_WSL2"	"EDWSL2"	10	0	300	400	"SND_SHT_L1"	""	""	"NEXSCANNON"	2	"b11"	""	5	3	0	20	0	0	2	"MIS_SL2"	1	1	6	0	1	0	0	1	16	""
"EDWSL1,EDWSL2,EDWSL3"	EDWSL3	"RES_ED_WSL3"	"EDWSL3"	10	0	300	400	"SND_SHT_L1"	""	""	"NEXSCANNON"	2	"b11"	""	5	3	0	20	0	0	3	"MIS_SL3"	1	1	6	0	1	0	0	1	16	""
"EDWSPECIAL"	EDWSPECIAL	"RES_ED_WMM31"	"EDWMM31"	10	1	300	600	"SND_SHT_R2"	""	""	""	3	"b8"	""	3	3	64	32	0	0	2	"MIS_AAR1"	6	2	8	0	0	20	1	0	50	""
"EDWSR1,EDWSR2,EDWSR3"	EDWSR1	"RES_ED_WSR1"	"EDWSR1"	10	0	300	500	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b11"	""	5	3	64	20	0	0	2	"MIS_SR1"	6	3	8	0	0	20	1	0	50	"SHT_SC"
"EDWSR1,EDWSR2,EDWSR3"	EDWSR2	"RES_ED_WSR2"	"EDWSR2"	10	0	300	500	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b11"	""	5	3	64	20	0	0	4	"MIS_SR1"	6	3	8	0	0	13	1	0	75	"SHT_SC"
"EDWSR1,EDWSR2,EDWSR3"	EDWSR3	"RES_ED_WSR3"	"EDWSR3"	10	0	300	500	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b11"	""	5	3	64	20	0	0	4	"MIS_SR1"	6	3	8	0	0	10	1	0	100	"SHT_SC"
"EDWSR1AB,EDWSR2AB"	EDWSR1AB	"RES_ED_WSR1"	"EDWSR1AB"	10	1	300	500	"SND_SHT_R1"	""	""	"NEXEDWCA"	3	"b7"	""	5	3	64	15	0	0	1	"MIS_SR1"	6	3	8	0	0	20	1	0	50	"SHT_SC"
"EDWSR1AB,EDWSR2AB"	EDWSR2AB	"RES_ED_WSR2"	"EDWSR2AB"	10	1	300	500	"SND_SHT_R1"	""	""	"NEXEDWCA"	3	"b7"	""	5	3	64	15	0	0	2	"MIS_SR1"	6	3	8	0	1	20	1	0	100	"SHT_SC"
