"group"	"objectID"	"neededResearches"	"mesh"	"shadowType"	"viewParamsIndex"	"price"	"timeOfBuild"	"$soundPackID"	"$smokeID"	"$killExplosionID"	"$destructedID"	"rangeOfSight"	"plugType"	"slotType"	"maxAlphaPerTick"	"maxBetaPerTick"	"alphaMargin"	"betaMargin"	"barrelBetaType"	"barrelBetaAngle"	"barrelCount"	"$ammoID"	"ammoType"	"targetType"	"rangeOfFire"	"plusDamage"	"fireType"	"shootDelay"	"needExternal"	"reloadDelay"	"maxAmmo"	"$barrelExplosionID"
"LCWCH1,LCWCH2"	LCWCH1	"RES_LC_WCH1"	"LCWCH1"	10	0	200	100	"SND_SHT_C1"	""	""	"NEXSCANNON"	3	"b11"	""	5	3	0	32	0	0	1	"MIS_LC_CH1"	4	3	6	0	0	20	1	0	100	"SHT_CH"
"LCWCH1,LCWCH2"	LCWCH2	"RES_LC_WCH2"	"LCWCH2"	10	0	200	100	"SND_SHT_C1"	""	""	"NEXSCANNON"	3	"b11"	""	5	3	0	32	0	0	2	"MIS_LC_CH1"	4	3	6	0	1	26	1	0	150	"SHT_CH"
"LCWEQ1,LCWEQ2"	LCWEQ1	"RES_LCWEQ1"	"LCWEQ1"	10	1	900	2000	"SND_SHT_S2"	""	""	"NEXBCANNON"	3	"b1"	""	3	3	0	63	0	0	1	"MIS_LCEQ1"	17	1	5	0	0	50	0	120	3	"EXP_EQ1"
"LCWEQ1,LCWEQ2"	LCWEQ2	"RES_LCWEQ2"	"LCWEQ2"	10	1	900	2000	"SND_SHT_S2"	""	""	"NEXBCANNON"	3	"b1"	""	3	3	0	63	0	0	1	"MIS_LCEQ1"	17	1	5	0	0	40	0	100	5	"EXP_EQ1"
"LCWHC1,LCWHC2"	LCWHC1	"RES_LC_WHCART1"	"LCWHC2"	10	1	500	1200	"SND_SHT_ARTILLERY"	""	""	"NEXBCANNON"	3	"b7"	""	3	3	0	20	0	0	1	"MIS_LCHC"	6	1	20	0	0	25	0	175	2	""
"LCWHC1,LCWHC2"	LCWHC2	"RES_LC_WHCART2"	"LCWHC3"	10	1	500	1200	"SND_SHT_ARTILLERY"	""	""	"NEXBCANNON"	3	"b7"	""	3	3	0	20	0	0	1	"MIS_LCHC"	6	1	20	0	0	25	0	150	2	""
"LCWHERO1"	LCWHERO1	"RES_LC_WHERO"	"LCWHERO"	10	0	400	500	"SND_SHT_HERO"	""	""	"NEXBCANNON"	3	"b11"	""	3	3	0	30	0	0	1	"MIS_HERO"	3	1	7	0	0	12	0	100	25	""
"LCWHL1,LCWHL2"	LCWHL1	"RES_LC_WHL1"	"LCWHL1"	10	0	700	1200	"SND_SHT_E2"	""	""	"NEXBCANNON"	3	"b1"	"b11"	3	3	32	32	0	0	2	"MIS_HE2"	3	1	9	0	1	13	0	126	12	""
"LCWHL1,LCWHL2"	LCWHL2	"RES_LC_WHL2"	"LCWHL2"	10	0	700	1200	"SND_SHT_E2"	""	""	"NEXBCANNON"	3	"b1"	"b11"	3	3	32	32	0	0	2	"MIS_HE3"	3	1	10	0	1	13	0	100	12	""
"LCWHP1,LCWHP2,LCWHP3"	LCWHP1	"RES_LC_WHP1"	"LCWHP1"	10	0	750	1200	"SND_SHT_HERO"	""	""	"NEXBCANNON"	3	"b1"	""	3	3	0	30	0	0	1	"MIS_LCWHP1"	3	1	9	0	0	12	0	400	16	""
"LCWHP1,LCWHP2,LCWHP3"	LCWHP2	"RES_LC_WHP2"	"LCWHP2"	10	0	750	1200	"SND_SHT_HERO"	""	""	"NEXBCANNON"	3	"b1"	""	3	3	0	30	0	0	1	"MIS_LCWHP2"	3	1	10	0	0	12	0	350	20	""
"LCWHP1,LCWHP2,LCWHP3"	LCWHP3	"RES_LC_WHP3"	"LCWHP3"	10	0	750	1200	"SND_SHT_HERO"	""	""	"NEXBCANNON"	3	"b1"	""	3	3	0	30	0	0	1	"MIS_LCWHP3"	3	1	11	0	0	12	0	300	24	""
"LCWHRG1,LCWHRG2"	LCWHRG1	"RES_LC_WHRG1"	"LCWHRG1"	10	0	700	1200	"SND_SHT_R2"	""	""	"NEXBCANNON"	4	"b1"	"b11"	3	3	64	20	0	0	1	"MIS_LCHRG1"	4	1	7	0	0	35	1	0	40	"SHT_HI"
"LCWHRG1,LCWHRG2"	LCWHRG2	"RES_LC_WHRG2"	"LCWHRG2"	10	0	700	1200	"SND_SHT_R2"	""	""	"NEXBCANNON"	4	"b1"	"b11"	3	3	64	20	0	0	1	"MIS_LCHRG1"	4	1	7	0	0	20	1	0	50	"SHT_HI"
"LCWHS1,LCWHS2"	LCWHS1	"RES_LC_WHS1"	"LCWHS1"	10	0	600	1300	"SND_SHT_S2"	""	""	"NEXBCANNON"	3	"b1"	""	3	3	0	63	0	0	1	"MIS_HS2"	8	1	4	0	0	20	0	80	10	"SHT_HS"
"LCWHS1,LCWHS2"	LCWHS2	"RES_LC_WHS2"	"LCWHS2"	10	0	600	1300	"SND_SHT_S2"	""	""	"NEXBCANNON"	3	"b1"	""	3	3	0	63	0	0	1	"MIS_HS3"	8	1	5	0	0	20	0	48	10	"SHT_HS"
"LCWMR1,LCWMR2,LCWMR3"	LCWMR1	"RES_LC_WMR1"	"LCWMR1"	10	0	700	1200	"SND_SHT_R2"	""	""	"NEXBCANNON"	4	"b1"	""	3	3	64	20	0	0	1	"MIS_LC_MR1"	6	3	7	0	0	32	1	0	50	""
"LCWMR1,LCWMR2,LCWMR3"	LCWMR2	"RES_LC_WMR2"	"LCWMR2"	10	0	700	1200	"SND_SHT_R2"	""	""	"NEXBCANNON"	4	"b1"	""	3	3	64	20	0	0	2	"MIS_LC_MR1"	6	3	8	0	1	60	1	0	70	""
"LCWMR1,LCWMR2,LCWMR3"	LCWMR3	"RES_LC_WMR3"	"LCWMR3"	10	0	700	1200	"SND_SHT_R2"	""	""	"NEXBCANNON"	4	"b1"	""	3	3	64	20	0	0	2	"MIS_LC_MR1"	6	3	9	0	1	50	1	0	90	""
"LCWRG1,LCWRG2"	LCWRG1	"RES_LC_WRG1"	"LCWRG1"	10	0	350	400	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b11"	""	5	3	64	20	0	0	1	"MIS_LCRG1"	4	1	5	0	0	22	1	0	80	"SHT_SI"
"LCWRG1,LCWRG2"	LCWRG2	"RES_LC_WRG2"	"LCWRG2"	10	0	350	400	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b11"	""	5	3	64	20	0	0	2	"MIS_LCRG1"	4	1	5	0	0	16	1	0	130	"SHT_SI"
"LCWSAARG1"	LCWSAARG1	"RES_LC_WAARG1"	"LCWSAARG2"	10	1	350	300	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b0,13"	""	15	10	64	32	0	0	2	"MIS_LCAARG1"	4	2	8	0	0	20	1	0	150	"SHT_SI"
"LCWSL1,LCWSL2"	LCWSL1	"RES_LC_WSL1"	"LCWSL1"	10	0	300	400	"SND_SHT_E1"	""	""	"NEXSCANNON"	3	"b11"	""	5	3	32	45	0	0	1	"MIS_SE2"	3	1	5	0	0	12	0	56	12	""
"LCWSL1,LCWSL2"	LCWSL2	"RES_LC_WSL2"	"LCWSL2"	10	0	300	400	"SND_SHT_E1"	""	""	"NEXSCANNON"	3	"b11"	""	5	3	32	45	0	0	1	"MIS_SE3"	3	1	6	0	0	12	0	40	15	""
"LCWSR1,LCWSR2,LCWSR3"	LCWSR1	"RES_LC_WSR1"	"LCWSR1"	10	0	300	500	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b11"	""	5	3	64	20	0	0	1	"MIS_LC_GR1"	6	3	6	0	0	24	1	0	30	""
"LCWSR1,LCWSR2,LCWSR3"	LCWSR2	"RES_LC_WSR2"	"LCWSR2"	10	0	300	500	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b11"	""	5	3	64	20	0	0	2	"MIS_LC_GR1"	6	3	7	0	0	19	1	0	40	""
"LCWSR1,LCWSR2,LCWSR3"	LCWSR3	"RES_LC_WSR3"	"LCWSR3"	10	0	300	500	"SND_SHT_R1"	""	""	"NEXSCANNON"	3	"b11"	""	5	3	64	20	0	0	2	"MIS_LC_GR1"	6	3	8	0	1	32	1	0	50	""
"LCWSS1,LCWSS2"	LCWSS1	"RES_LC_WSS1"	"LCWSS1"	10	0	400	500	"SND_SHT_S1"	""	""	"NEXSCANNON"	3	"b11"	""	3	3	0	63	0	0	1	"MIS_SS2"	8	1	4	0	0	0	0	60	5	"SHT_SS"
"LCWSS1,LCWSS2"	LCWSS2	"RES_LC_WSS2"	"LCWSS2"	10	0	400	500	"SND_SHT_S1"	""	""	"NEXSCANNON"	3	"b11"	""	3	3	0	63	0	0	1	"MIS_SS3"	8	1	5	0	0	10	0	56	5	"SHT_SS"
"LCWUFO"	LCWUFO	"RES_LC_WUFO"	"LCWUFO1"	10	0	1800	1600	"SND_SHT_UFO"	""	""	""	4	"b0,1"	""	4	3	0	32	0	0	2	"MIS_UFO"	13	1	8	0	1	5	0	5	10	"SHT_UFO"
