"group"	"objectID"	"neededResearches"	"mesh"	"shadowType"	"viewParamsIndex"	"price"	"timeOfBuild"	"$soundPackID"	"$smokeID"	"$killExplosionID"	"$destructedID"	"hp"	"regenerationHP"	"armor"	"calorificCapacity"	"disableResist"	"storeableFlags"	"standType"	"sightRange"	"$talkPackID"	"$shieldGeneratorID"	"maxShieldUpdate"	"slot1Type"	"slot2Type"	"slot3Type"	"slot4Type"	"soilSpeed"	"roadSpeed"	"sandSpeed"	"bankSpeed"	"waterSpeed"	"deepWaterSpeed"	"airSpeed"	"objectType"	"$engineSmokeID"	"$dustID"	"$billowID"	"$standBillowID"	"$trackID"
"UCSUHL1,UCSUHL2,UCSUHL3"	UCSUHL1	"RES_UCS_UHL1"	"UCSUHL1"	6	23	1200	1200	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUHL1"	900	0	75	300	400	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS1600S"	2	"b8,13"	""	""	""	15	13	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUHL1,UCSUHL2,UCSUHL3"	UCSUHL2	"RES_UCS_UHL2"	"UCSUHL2"	6	23	1200	1200	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUHL2"	1050	0	75	350	400	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS1600S"	2	"b8,13"	""	""	""	14	13	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUHL1,UCSUHL2,UCSUHL3"	UCSUHL3	"RES_UCS_UHL3"	"UCSUHL3"	6	23	1200	1200	"SND_UCSUHL"	"HIT_SMOKE"	"EXP_UNIT_B"	"NEXUCSUHL3"	1200	0	75	400	400	0	1	4	"TALK_UC_HEAVY_TANK"	"SMALLGENUCS1600S"	2	"b8,13"	""	""	""	13	12	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUML1,UCSUML2,UCSUML3"	UCSUML1	"RES_UCS_UML1"	"UCSUML1"	6	22	450	800	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"NEXUCSUML1"	450	0	33	200	300	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS1200S"	2	"b11"	""	""	""	13	12	18	16	16	0	0	"b0,8"	""	""	""	""	""
"UCSUML1,UCSUML2,UCSUML3"	UCSUML2	"RES_UCS_UML2"	"UCSUML2"	6	22	450	800	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"NEXUCSUML2"	525	0	45	225	300	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS1200S"	2	"b11"	""	""	""	13	12	17	16	16	0	0	"b0,8"	""	""	""	""	""
"UCSUML1,UCSUML2,UCSUML3"	UCSUML3	"RES_UCS_UML3"	"UCSUML3"	6	22	450	800	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"NEXUCSUML3"	600	0	50	250	300	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS1200S"	2	"b11"	""	""	""	13	12	17	16	16	0	0	"b0,8"	""	""	""	""	""
"UCSUOBS1"	UCSUOBS1	""	"UCSUOBS"	7	21	750	300	"SND_UCSUAS"	""	"EXP_UNIT_A"	""	450	0	50	80	2000	0	1	5	"TALK_UC_AIRCRAFT"	"SMALLGENUCS"	0	""	""	""	""	19	19	19	19	19	19	8	"b2,3,4"	""	""	""	""	""
"UCSUSL1,UCSUSL2,UCSUSL3"	UCSUSL1	"RES_UCS_USL1"	"UCSUSL1"	6	21	300	600	"SND_UCSUSL"	"HIT_SMOKE"	"EXP_UNIT_S"	"NEXUCSUSL1"	200	0	75	100	200	0	1	4	"TALK_UC_TANK"	""	-1	"b7"	""	""	""	13	13	16	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUSL1,UCSUSL2,UCSUSL3"	UCSUSL2	"RES_UCS_USL2"	"UCSUSL2"	6	21	300	600	"SND_UCSUSL"	"HIT_SMOKE"	"EXP_UNIT_S"	"NEXUCSUSL2"	260	0	75	100	200	0	1	4	"TALK_UC_TANK"	""	-1	"b7"	""	""	""	13	13	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUSL1,UCSUSL2,UCSUSL3"	UCSUSL3	"RES_UCS_UML3"	"UCSUSL3"	6	21	300	600	"SND_UCSUSL"	"HIT_SMOKE"	"EXP_UNIT_S"	"NEXUCSUSL3"	300	0	75	100	200	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS600S"	0	"b7"	""	""	""	13	12	15	16	0	0	0	"b0,8"	""	""	""	""	""
"UCSUSM1,UCSUSM2"	UCSUSM1	"RES_UCS_USM1"	"UCSUSM1"	0	22	1200	1200	"SND_USM"	"HIT_SMOKE"	"EXP_UNIT_W"	""	750	0	50	500	1200	4	3	4	"TALK_UC_SHIP"	""	-1	"b14"	""	""	""	0	0	0	0	15	15	0	"b4"	""	""	"SMOKE_KILWATER_S"	""	""
"UCSUSM1,UCSUSM2"	UCSUSM2	"RES_UCS_USM2"	"UCSUSM2"	0	22	1200	1200	"SND_USM"	"HIT_SMOKE"	"EXP_UNIT_W"	""	1000	0	50	500	1200	4	3	4	"TALK_UC_SHIP"	""	-1	"b14"	""	""	""	0	0	0	0	14	14	0	"b4"	""	""	"SMOKE_KILWATER_S"	""	""
"UCSUSS1,UCSUSS2"	UCSUSS1	"RES_UCS_USS1"	"UCSUSS1"	12	22	300	400	"SND_USS"	"HIT_SMOKE"	"EXP_UNIT_W"	""	450	0	50	100	600	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	0	"b11,16,17"	""	""	""	0	0	0	0	12	12	0	"b4"	""	""	"SMOKE_KILWATER_S"	"SMOKE_KILWATER_SS"	""
"UCSUSS1,UCSUSS2"	UCSUSS2	"RES_UCS_USS2"	"UCSUSS2"	12	22	300	400	"SND_USS"	"HIT_SMOKE"	"EXP_UNIT_W"	""	550	0	50	125	600	0	3	4	"TALK_UC_SHIP"	"SMALLGENUCS"	1	"b11,16,17"	""	""	""	0	0	0	0	10	10	0	"b4"	""	""	"SMOKE_KILWATER_S"	"SMOKE_KILWATER_SS"	""
"UCSUTAR1"	UCSUTAR1	"RES_UCS_UTAR1"	"UCSUTAR3"	6	22	1600	1600	"SND_UCSUML"	"HIT_SMOKE"	"EXP_UNIT_M"	"UCSWRTAR"	1600	0	60	1200	1000	0	1	4	"TALK_UC_TANK"	"SMALLGENUCS3600S"	2	"b13,19"	""	""	""	19	12	17	16	17	0	0	"b0,8"	""	""	""	""	""
"UCSUUT"	UCSUUT	"RES_UCSUUT"	"UCSUUT"	7	3	1000	1200	"SND_UCSUAB"	""	"EXP_UNIT_A"	""	550	0	50	80	2000	0	1	4	"TALK_UC_AIRCRAFT"	"SMALLGENUCS"	2	"b0,10"	""	""	""	19	19	19	19	19	19	10	"b2,5"	""	""	""	""	""
